"","index","value","variable","has_issue","issue_type"
"127",3656,9,"total_adults",TRUE,"log normal distribution outlier"
"128",3886,11,"total_adults",TRUE,"log normal distribution outlier"
"129",4126,11,"total_adults",TRUE,"log normal distribution outlier"
"130",4140,20,"total_adults",TRUE,"log normal distribution outlier"
"131",1415,5,"dep_ratio_youth",TRUE,"log normal distribution outlier"
"132",1734,5,"dep_ratio_youth",TRUE,"log normal distribution outlier"
"133",2889,5,"dep_ratio_youth",TRUE,"log normal distribution outlier"
"134",2924,6,"dep_ratio_youth",TRUE,"log normal distribution outlier"
"135",3194,8,"dep_ratio_youth",TRUE,"log normal distribution outlier"
"136",3213,13.5,"dep_ratio_youth",TRUE,"log normal distribution outlier"
"137",3899,5,"dep_ratio_youth",TRUE,"log normal distribution outlier"
"138",2889,6,"dep_ratio_total",TRUE,"log normal distribution outlier"
"139",2924,7,"dep_ratio_total",TRUE,"log normal distribution outlier"
"140",3090,6,"dep_ratio_total",TRUE,"log normal distribution outlier"
"141",3102,6,"dep_ratio_total",TRUE,"log normal distribution outlier"
"142",3132,6,"dep_ratio_total",TRUE,"log normal distribution outlier"
"143",3194,9,"dep_ratio_total",TRUE,"log normal distribution outlier"
"144",3213,13.5,"dep_ratio_total",TRUE,"log normal distribution outlier"
"145",74,7e+06,"income_before_calc",TRUE,"log normal distribution outlier"
"146",319,1.1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"147",421,1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"148",504,1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"149",913,1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"150",1595,1.1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"151",2275,8e+06,"income_before_calc",TRUE,"log normal distribution outlier"
"152",2511,1.1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"153",2690,1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"154",2835,9e+06,"income_before_calc",TRUE,"log normal distribution outlier"
"155",3142,1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"156",3257,9e+06,"income_before_calc",TRUE,"log normal distribution outlier"
"157",3628,1.1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"158",3725,7e+06,"income_before_calc",TRUE,"log normal distribution outlier"
"159",3831,1.1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"160",3989,8e+06,"income_before_calc",TRUE,"log normal distribution outlier"
"161",4001,1.1e+07,"income_before_calc",TRUE,"log normal distribution outlier"
"162",74,7e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"163",162,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"164",278,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"165",421,9e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"166",467,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"167",504,1.1e+07,"income_now_calc",TRUE,"log normal distribution outlier"
"168",797,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"169",913,8e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"170",1224,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"171",1242,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"172",1473,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"173",1561,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"174",1595,1.1e+07,"income_now_calc",TRUE,"log normal distribution outlier"
"175",2275,8e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"176",2497,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"177",2511,1.1e+07,"income_now_calc",TRUE,"log normal distribution outlier"
"178",2531,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"179",2690,1e+07,"income_now_calc",TRUE,"log normal distribution outlier"
"180",2835,7e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"181",3142,8e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"182",3536,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"183",3831,1.1e+07,"income_now_calc",TRUE,"log normal distribution outlier"
"184",3989,8e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"185",4220,6e+06,"income_now_calc",TRUE,"log normal distribution outlier"
"186",32,2,"income_perc",TRUE,"normal distribution outlier"
"187",132,2,"income_perc",TRUE,"normal distribution outlier"
"188",177,3,"income_perc",TRUE,"normal distribution outlier"
"189",226,2,"income_perc",TRUE,"normal distribution outlier"
"190",319,0.181818182,"income_perc",TRUE,"normal distribution outlier"
"191",329,2,"income_perc",TRUE,"normal distribution outlier"
"192",378,2,"income_perc",TRUE,"normal distribution outlier"
"193",447,2,"income_perc",TRUE,"normal distribution outlier"
"194",455,3,"income_perc",TRUE,"normal distribution outlier"
"195",765,2,"income_perc",TRUE,"normal distribution outlier"
"196",885,2,"income_perc",TRUE,"normal distribution outlier"
"197",1070,2,"income_perc",TRUE,"normal distribution outlier"
"198",1155,2,"income_perc",TRUE,"normal distribution outlier"
"199",1637,2,"income_perc",TRUE,"normal distribution outlier"
"200",1638,0.166666667,"income_perc",TRUE,"normal distribution outlier"
"201",1686,2,"income_perc",TRUE,"normal distribution outlier"
"202",1693,2,"income_perc",TRUE,"normal distribution outlier"
"203",1823,0.166666667,"income_perc",TRUE,"normal distribution outlier"
"204",2237,2,"income_perc",TRUE,"normal distribution outlier"
"205",2317,2,"income_perc",TRUE,"normal distribution outlier"
"206",2887,2,"income_perc",TRUE,"normal distribution outlier"
"207",2914,2,"income_perc",TRUE,"normal distribution outlier"
"208",2974,2,"income_perc",TRUE,"normal distribution outlier"
"209",3235,2,"income_perc",TRUE,"normal distribution outlier"
"210",3253,2,"income_perc",TRUE,"normal distribution outlier"
"211",3300,2,"income_perc",TRUE,"normal distribution outlier"
"212",3534,3,"income_perc",TRUE,"normal distribution outlier"
"213",3538,2,"income_perc",TRUE,"normal distribution outlier"
"214",3585,2,"income_perc",TRUE,"normal distribution outlier"
"215",3589,2,"income_perc",TRUE,"normal distribution outlier"
"216",3628,0.090909091,"income_perc",TRUE,"normal distribution outlier"
"217",3629,2,"income_perc",TRUE,"normal distribution outlier"
"218",3767,2,"income_perc",TRUE,"normal distribution outlier"
"219",3801,0.166666667,"income_perc",TRUE,"normal distribution outlier"
"220",3805,4,"income_perc",TRUE,"normal distribution outlier"
"221",3806,2,"income_perc",TRUE,"normal distribution outlier"
"222",3820,2,"income_perc",TRUE,"normal distribution outlier"
"223",3943,0.166666667,"income_perc",TRUE,"normal distribution outlier"
"224",3998,0.166666667,"income_perc",TRUE,"normal distribution outlier"
"225",4045,2,"income_perc",TRUE,"normal distribution outlier"
"226",4081,2,"income_perc",TRUE,"normal distribution outlier"
"227",4202,2,"income_perc",TRUE,"normal distribution outlier"
"228",4204,2.5,"income_perc",TRUE,"normal distribution outlier"
"229",4216,0.166666667,"income_perc",TRUE,"normal distribution outlier"
"230",4263,3,"income_perc",TRUE,"normal distribution outlier"
"231",92,7e+05,"grain_spend",TRUE,"normal distribution outlier"
"232",162,1e+06,"grain_spend",TRUE,"normal distribution outlier"
"233",293,5e+06,"grain_spend",TRUE,"normal distribution outlier"
"234",971,7e+05,"grain_spend",TRUE,"normal distribution outlier"
"235",1434,2800000,"grain_spend",TRUE,"normal distribution outlier"
"236",2106,4500000,"grain_spend",TRUE,"normal distribution outlier"
"237",2365,8e+05,"grain_spend",TRUE,"normal distribution outlier"
"238",2557,1120000,"grain_spend",TRUE,"normal distribution outlier"
"239",2609,550000,"grain_spend",TRUE,"normal distribution outlier"
"240",2702,8e+05,"grain_spend",TRUE,"normal distribution outlier"
"241",2759,550000,"grain_spend",TRUE,"normal distribution outlier"
"242",3030,6e+05,"grain_spend",TRUE,"normal distribution outlier"
"243",3155,7e+05,"grain_spend",TRUE,"normal distribution outlier"
"244",377,2e+05,"legumes_spend",TRUE,"log normal distribution outlier"
"245",2060,2e+05,"legumes_spend",TRUE,"log normal distribution outlier"
"246",2290,750000,"legumes_spend",TRUE,"log normal distribution outlier"
"247",2567,1000,"legumes_spend",TRUE,"log normal distribution outlier"
"248",2789,1000,"legumes_spend",TRUE,"log normal distribution outlier"
"249",2858,2e+05,"legumes_spend",TRUE,"log normal distribution outlier"
"250",2974,1000,"legumes_spend",TRUE,"log normal distribution outlier"
"251",3666,425000,"legumes_spend",TRUE,"log normal distribution outlier"
"252",3894,3e+05,"legumes_spend",TRUE,"log normal distribution outlier"
"253",175,1000,"dairy_spend",TRUE,"log normal distribution outlier"
"254",267,750000,"dairy_spend",TRUE,"log normal distribution outlier"
"255",381,450000,"dairy_spend",TRUE,"log normal distribution outlier"
"256",700,1000,"dairy_spend",TRUE,"log normal distribution outlier"
"257",1595,4e+05,"dairy_spend",TRUE,"log normal distribution outlier"
"258",1937,1302000,"dairy_spend",TRUE,"log normal distribution outlier"
"259",2290,750000,"dairy_spend",TRUE,"log normal distribution outlier"
"260",2437,5e+05,"dairy_spend",TRUE,"log normal distribution outlier"
"261",3142,450000,"dairy_spend",TRUE,"log normal distribution outlier"
"262",3474,4e+05,"dairy_spend",TRUE,"log normal distribution outlier"
"263",3536,5e+05,"dairy_spend",TRUE,"log normal distribution outlier"
"264",3666,5e+05,"dairy_spend",TRUE,"log normal distribution outlier"
"265",3714,850000,"dairy_spend",TRUE,"log normal distribution outlier"
"266",3722,750000,"dairy_spend",TRUE,"log normal distribution outlier"
"267",267,750000,"meat_spend",TRUE,"log normal distribution outlier"
"268",567,1000,"meat_spend",TRUE,"log normal distribution outlier"
"269",696,1000,"meat_spend",TRUE,"log normal distribution outlier"
"270",945,7e+05,"meat_spend",TRUE,"log normal distribution outlier"
"271",993,2000,"meat_spend",TRUE,"log normal distribution outlier"
"272",1326,5e+05,"meat_spend",TRUE,"log normal distribution outlier"
"273",1400,750000,"meat_spend",TRUE,"log normal distribution outlier"
"274",1703,2000,"meat_spend",TRUE,"log normal distribution outlier"
"275",1716,3000,"meat_spend",TRUE,"log normal distribution outlier"
"276",1743,2000,"meat_spend",TRUE,"log normal distribution outlier"
"277",2402,5e+05,"meat_spend",TRUE,"log normal distribution outlier"
"278",3092,2000,"meat_spend",TRUE,"log normal distribution outlier"
"279",3672,4000,"meat_spend",TRUE,"log normal distribution outlier"
"280",3716,5e+05,"meat_spend",TRUE,"log normal distribution outlier"
"281",3838,4000,"meat_spend",TRUE,"log normal distribution outlier"
"282",616,2000,"vegetables_spend",TRUE,"log normal distribution outlier"
"283",994,450000,"vegetables_spend",TRUE,"log normal distribution outlier"
"284",1074,3e+05,"vegetables_spend",TRUE,"log normal distribution outlier"
"285",1264,3e+05,"vegetables_spend",TRUE,"log normal distribution outlier"
"286",1289,3000,"vegetables_spend",TRUE,"log normal distribution outlier"
"287",1575,3000,"vegetables_spend",TRUE,"log normal distribution outlier"
"288",2042,450000,"vegetables_spend",TRUE,"log normal distribution outlier"
"289",2109,2000,"vegetables_spend",TRUE,"log normal distribution outlier"
"290",2600,4e+05,"vegetables_spend",TRUE,"log normal distribution outlier"
"291",2822,3000,"vegetables_spend",TRUE,"log normal distribution outlier"
"292",2916,250000,"vegetables_spend",TRUE,"log normal distribution outlier"
"293",3090,1000,"vegetables_spend",TRUE,"log normal distribution outlier"
"294",3219,5e+05,"vegetables_spend",TRUE,"log normal distribution outlier"
"295",3265,3000,"vegetables_spend",TRUE,"log normal distribution outlier"
"296",3602,2000,"vegetables_spend",TRUE,"log normal distribution outlier"
"297",3648,250000,"vegetables_spend",TRUE,"log normal distribution outlier"
"298",3765,1e+06,"vegetables_spend",TRUE,"log normal distribution outlier"
"299",3894,3e+05,"vegetables_spend",TRUE,"log normal distribution outlier"
"300",4081,3e+05,"vegetables_spend",TRUE,"log normal distribution outlier"
"301",577,350000,"fruits_spend",TRUE,"log normal distribution outlier"
"302",869,250000,"fruits_spend",TRUE,"log normal distribution outlier"
"303",1043,3e+05,"fruits_spend",TRUE,"log normal distribution outlier"
"304",1264,5e+05,"fruits_spend",TRUE,"log normal distribution outlier"
"305",1324,245000,"fruits_spend",TRUE,"log normal distribution outlier"
"306",1326,450000,"fruits_spend",TRUE,"log normal distribution outlier"
"307",2202,350000,"fruits_spend",TRUE,"log normal distribution outlier"
"308",3894,3e+05,"fruits_spend",TRUE,"log normal distribution outlier"
"309",28,2e+05,"fat_spend",TRUE,"normal distribution outlier"
"310",267,750000,"fat_spend",TRUE,"normal distribution outlier"
"311",280,358000,"fat_spend",TRUE,"normal distribution outlier"
"312",313,150000,"fat_spend",TRUE,"normal distribution outlier"
"313",319,240000,"fat_spend",TRUE,"normal distribution outlier"
"314",386,150000,"fat_spend",TRUE,"normal distribution outlier"
"315",1105,185000,"fat_spend",TRUE,"normal distribution outlier"
"316",1264,150000,"fat_spend",TRUE,"normal distribution outlier"
"317",1293,130000,"fat_spend",TRUE,"normal distribution outlier"
"318",1323,150000,"fat_spend",TRUE,"normal distribution outlier"
"319",1326,3e+05,"fat_spend",TRUE,"normal distribution outlier"
"320",1341,126000,"fat_spend",TRUE,"normal distribution outlier"
"321",1871,150000,"fat_spend",TRUE,"normal distribution outlier"
"322",2042,4e+05,"fat_spend",TRUE,"normal distribution outlier"
"323",2060,590000,"fat_spend",TRUE,"normal distribution outlier"
"324",2290,750000,"fat_spend",TRUE,"normal distribution outlier"
"325",2362,130000,"fat_spend",TRUE,"normal distribution outlier"
"326",2429,140000,"fat_spend",TRUE,"normal distribution outlier"
"327",2512,750000,"fat_spend",TRUE,"normal distribution outlier"
"328",2638,130000,"fat_spend",TRUE,"normal distribution outlier"
"329",2689,150000,"fat_spend",TRUE,"normal distribution outlier"
"330",2859,4e+05,"fat_spend",TRUE,"normal distribution outlier"
"331",3164,150000,"fat_spend",TRUE,"normal distribution outlier"
"332",3169,126000,"fat_spend",TRUE,"normal distribution outlier"
"333",3266,8e+05,"fat_spend",TRUE,"normal distribution outlier"
"334",3573,126000,"fat_spend",TRUE,"normal distribution outlier"
"335",3716,2e+05,"fat_spend",TRUE,"normal distribution outlier"
"336",3721,2e+05,"fat_spend",TRUE,"normal distribution outlier"
"337",3723,2e+05,"fat_spend",TRUE,"normal distribution outlier"
"338",3894,3e+05,"fat_spend",TRUE,"normal distribution outlier"
"339",105,280000,"sweet_spend",TRUE,"log normal distribution outlier"
"340",504,130000,"sweet_spend",TRUE,"log normal distribution outlier"
"341",660,1000,"sweet_spend",TRUE,"log normal distribution outlier"
"342",993,3000,"sweet_spend",TRUE,"log normal distribution outlier"
"343",1264,5e+05,"sweet_spend",TRUE,"log normal distribution outlier"
"344",1326,5e+05,"sweet_spend",TRUE,"log normal distribution outlier"
"345",1374,2e+05,"sweet_spend",TRUE,"log normal distribution outlier"
"346",1575,3000,"sweet_spend",TRUE,"log normal distribution outlier"
"347",1906,1000,"sweet_spend",TRUE,"log normal distribution outlier"
"348",2203,2000,"sweet_spend",TRUE,"log normal distribution outlier"
"349",2204,1200,"sweet_spend",TRUE,"log normal distribution outlier"
"350",2437,4e+05,"sweet_spend",TRUE,"log normal distribution outlier"
"351",2691,120000,"sweet_spend",TRUE,"log normal distribution outlier"
"352",2849,2000,"sweet_spend",TRUE,"log normal distribution outlier"
"353",2850,2000,"sweet_spend",TRUE,"log normal distribution outlier"
"354",2851,2000,"sweet_spend",TRUE,"log normal distribution outlier"
"355",2977,150000,"sweet_spend",TRUE,"log normal distribution outlier"
"356",3142,102000,"sweet_spend",TRUE,"log normal distribution outlier"
"357",3164,150000,"sweet_spend",TRUE,"log normal distribution outlier"
"358",3202,1500,"sweet_spend",TRUE,"log normal distribution outlier"
"359",3390,3e+05,"sweet_spend",TRUE,"log normal distribution outlier"
"360",3474,150000,"sweet_spend",TRUE,"log normal distribution outlier"
"361",3723,2e+05,"sweet_spend",TRUE,"log normal distribution outlier"
"362",3894,3e+05,"sweet_spend",TRUE,"log normal distribution outlier"
"363",3962,2000,"sweet_spend",TRUE,"log normal distribution outlier"
"364",4108,3000,"sweet_spend",TRUE,"log normal distribution outlier"
"365",4163,2000,"sweet_spend",TRUE,"log normal distribution outlier"
"366",32,250000,"condiments_spend",TRUE,"log normal distribution outlier"
"367",213,350000,"condiments_spend",TRUE,"log normal distribution outlier"
"368",319,1400000,"condiments_spend",TRUE,"log normal distribution outlier"
"369",644,2000,"condiments_spend",TRUE,"log normal distribution outlier"
"370",910,1000,"condiments_spend",TRUE,"log normal distribution outlier"
"371",1324,245000,"condiments_spend",TRUE,"log normal distribution outlier"
"372",1326,750000,"condiments_spend",TRUE,"log normal distribution outlier"
"373",1548,560000,"condiments_spend",TRUE,"log normal distribution outlier"
"374",1575,2000,"condiments_spend",TRUE,"log normal distribution outlier"
"375",1703,2000,"condiments_spend",TRUE,"log normal distribution outlier"
"376",1869,250000,"condiments_spend",TRUE,"log normal distribution outlier"
"377",2369,250000,"condiments_spend",TRUE,"log normal distribution outlier"
"378",2501,2000,"condiments_spend",TRUE,"log normal distribution outlier"
"379",2689,7e+05,"condiments_spend",TRUE,"log normal distribution outlier"
"380",2761,250000,"condiments_spend",TRUE,"log normal distribution outlier"
"381",2859,250000,"condiments_spend",TRUE,"log normal distribution outlier"
"382",3130,1000,"condiments_spend",TRUE,"log normal distribution outlier"
"383",3480,2000,"condiments_spend",TRUE,"log normal distribution outlier"
"384",3894,3e+05,"condiments_spend",TRUE,"log normal distribution outlier"
"385",4221,1500,"condiments_spend",TRUE,"log normal distribution outlier"
"386",267,10400000,"food_exp_calc",TRUE,"log normal distribution outlier"
"387",293,22040000,"food_exp_calc",TRUE,"log normal distribution outlier"
"388",319,7108000,"food_exp_calc",TRUE,"log normal distribution outlier"
"389",464,60000,"food_exp_calc",TRUE,"log normal distribution outlier"
"390",1076,88000,"food_exp_calc",TRUE,"log normal distribution outlier"
"391",1264,7600000,"food_exp_calc",TRUE,"log normal distribution outlier"
"392",1326,11440000,"food_exp_calc",TRUE,"log normal distribution outlier"
"393",1423,60000,"food_exp_calc",TRUE,"log normal distribution outlier"
"394",1434,12100000,"food_exp_calc",TRUE,"log normal distribution outlier"
"395",1533,72000,"food_exp_calc",TRUE,"log normal distribution outlier"
"396",1573,80000,"food_exp_calc",TRUE,"log normal distribution outlier"
"397",2010,96000,"food_exp_calc",TRUE,"log normal distribution outlier"
"398",2106,19680000,"food_exp_calc",TRUE,"log normal distribution outlier"
"399",2290,10480000,"food_exp_calc",TRUE,"log normal distribution outlier"
"400",2437,6760000,"food_exp_calc",TRUE,"log normal distribution outlier"
"401",2527,1e+05,"food_exp_calc",TRUE,"log normal distribution outlier"
"402",2564,80000,"food_exp_calc",TRUE,"log normal distribution outlier"
"403",3183,80000,"food_exp_calc",TRUE,"log normal distribution outlier"
"404",3348,20000,"food_exp_calc",TRUE,"log normal distribution outlier"
"405",3408,84000,"food_exp_calc",TRUE,"log normal distribution outlier"
"406",3491,38000,"food_exp_calc",TRUE,"log normal distribution outlier"
"407",3502,1e+05,"food_exp_calc",TRUE,"log normal distribution outlier"
"408",3666,8e+06,"food_exp_calc",TRUE,"log normal distribution outlier"
"409",3801,1e+05,"food_exp_calc",TRUE,"log normal distribution outlier"
"410",3894,10800000,"food_exp_calc",TRUE,"log normal distribution outlier"
"411",4100,48000,"food_exp_calc",TRUE,"log normal distribution outlier"
"412",4108,52000,"food_exp_calc",TRUE,"log normal distribution outlier"
"413",4115,80000,"food_exp_calc",TRUE,"log normal distribution outlier"
"414",4120,40000,"food_exp_calc",TRUE,"log normal distribution outlier"
"415",4160,60000,"food_exp_calc",TRUE,"log normal distribution outlier"
"416",4169,40000,"food_exp_calc",TRUE,"log normal distribution outlier"
"417",4175,48000,"food_exp_calc",TRUE,"log normal distribution outlier"
"418",4200,40000,"food_exp_calc",TRUE,"log normal distribution outlier"
"419",4213,40000,"food_exp_calc",TRUE,"log normal distribution outlier"
"420",4223,40000,"food_exp_calc",TRUE,"log normal distribution outlier"
"421",4260,80000,"food_exp_calc",TRUE,"log normal distribution outlier"
"422",4261,80000,"food_exp_calc",TRUE,"log normal distribution outlier"
